"Parámetro","Fecha","Hora","Valor","Unidad"
"PM10","2021-06-08","9:00 - 10:00","26","µg/m³"
"PM10","2021-06-08","10:00 - 11:00","31","µg/m³"
"PM10","2021-06-08","11:00 - 12:00","15","µg/m³"
"PM10","2021-06-08","12:00 - 13:00","11","µg/m³"
"PM10","2021-06-08","13:00 - 14:00","19","µg/m³"
"PM10","2021-06-08","14:00 - 15:00","27","µg/m³"
"PM10","2021-06-08","15:00 - 16:00","40","µg/m³"
"PM10","2021-06-08","16:00 - 17:00","56","µg/m³"
"PM10","2021-06-08","17:00 - 18:00","47","µg/m³"
"PM10","2021-06-08","18:00 - 19:00","28","µg/m³"
"PM10","2021-06-08","19:00 - 20:00","58","µg/m³"
"PM10","2021-06-08","20:00 - 21:00","163","µg/m³"
"PM10","2021-06-08","21:00 - 22:00","91","µg/m³"
"PM10","2021-06-08","22:00 - 23:00","26","µg/m³"
"PM10","2021-06-09","13:00 - 14:00","49","µg/m³"
"PM10","2021-06-09","14:00 - 15:00","11","µg/m³"
"PM10","2021-06-09","15:00 - 16:00","21","µg/m³"
"PM10","2021-06-09","16:00 - 17:00","10","µg/m³"
"PM10","2021-06-09","17:00 - 18:00","44","µg/m³"
"PM10","2021-06-09","18:00 - 19:00","59","µg/m³"
"PM10","2021-06-09","19:00 - 20:00","88","µg/m³"
"PM10","2021-06-09","20:00 - 21:00","26","µg/m³"
"PM10","2021-06-09","21:00 - 22:00","6","µg/m³"
"PM10","2021-06-09","22:00 - 23:00","14","µg/m³"
"PM10","2021-06-10","10:00 - 11:00","26","µg/m³"
"PM10","2021-06-10","11:00 - 12:00","5","µg/m³"
"PM10","2021-06-10","12:00 - 13:00","12","µg/m³"
"PM10","2021-06-10","14:00 - 15:00","11","µg/m³"
"PM10","2021-06-10","15:00 - 16:00","21","µg/m³"
"PM10","2021-06-10","16:00 - 17:00","22","µg/m³"
"PM10","2021-06-10","17:00 - 18:00","79","µg/m³"
"PM10","2021-06-10","18:00 - 19:00","40","µg/m³"
"PM10","2021-06-10","19:00 - 20:00","13","µg/m³"
"PM10","2021-06-10","20:00 - 21:00","25","µg/m³"
"PM10","2021-06-10","22:00 - 23:00","6","µg/m³"
"PM10","2021-06-11","7:00 - 8:00","17","µg/m³"
"PM10","2021-06-11","8:00 - 9:00","29","µg/m³"
"PM10","2021-06-11","9:00 - 10:00","19","µg/m³"
"PM10","2021-06-11","10:00 - 11:00","11","µg/m³"
"PM10","2021-06-11","11:00 - 12:00","7","µg/m³"
"PM10","2021-06-11","12:00 - 13:00","20","µg/m³"
"PM10","2021-06-11","13:00 - 14:00","39","µg/m³"
"PM10","2021-06-11","14:00 - 15:00","32","µg/m³"
"PM10","2021-06-11","15:00 - 16:00","37","µg/m³"
"PM10","2021-06-11","16:00 - 17:00","38","µg/m³"
"PM10","2021-06-11","17:00 - 18:00","58","µg/m³"
"PM10","2021-06-11","18:00 - 19:00","48","µg/m³"
"PM10","2021-06-11","19:00 - 20:00","9","µg/m³"
"PM10","2021-06-11","20:00 - 21:00","18","µg/m³"
"PM10","2021-06-11","21:00 - 22:00","10","µg/m³"
"PM10","2021-06-11","22:00 - 23:00","11","µg/m³"
"PM10","2021-06-12","23:00 - 0:00","19","µg/m³"
"PM10","2021-06-12","3:00 - 4:00","1","µg/m³"
"PM10","2021-06-12","4:00 - 5:00","0","µg/m³"
"PM10","2021-06-12","5:00 - 6:00","4","µg/m³"
"PM10","2021-06-12","7:00 - 8:00","14","µg/m³"
"PM10","2021-06-12","10:00 - 11:00","27","µg/m³"
"PM10","2021-06-12","12:00 - 13:00","22","µg/m³"
"PM10","2021-06-12","13:00 - 14:00","16","µg/m³"
"PM10","2021-06-12","14:00 - 15:00","16","µg/m³"
"PM10","2021-06-12","15:00 - 16:00","27","µg/m³"
"PM10","2021-06-12","16:00 - 17:00","36","µg/m³"
"PM10","2021-06-12","17:00 - 18:00","25","µg/m³"
"PM10","2021-06-12","18:00 - 19:00","23","µg/m³"
"PM10","2021-06-12","19:00 - 20:00","50","µg/m³"
"PM10","2021-06-12","20:00 - 21:00","58","µg/m³"
"PM10","2021-06-13","6:00 - 7:00","9","µg/m³"
"PM10","2021-06-13","7:00 - 8:00","13","µg/m³"
"PM10","2021-06-13","8:00 - 9:00","23","µg/m³"
"PM10","2021-06-13","9:00 - 10:00","21","µg/m³"
"PM10","2021-06-13","10:00 - 11:00","12","µg/m³"
"PM10","2021-06-13","12:00 - 13:00","16","µg/m³"
"PM10","2021-06-13","13:00 - 14:00","16","µg/m³"
"PM10","2021-06-13","14:00 - 15:00","23","µg/m³"
"PM10","2021-06-13","15:00 - 16:00","25","µg/m³"
"PM10","2021-06-13","16:00 - 17:00","44","µg/m³"
"PM10","2021-06-13","17:00 - 18:00","0","µg/m³"
"PM10","2021-06-13","18:00 - 19:00","37","µg/m³"
"PM10","2021-06-13","19:00 - 20:00","12","µg/m³"
"PM10","2021-06-13","20:00 - 21:00","6","µg/m³"
"PM10","2021-06-13","21:00 - 22:00","23","µg/m³"
