"Parámetro","Fecha","Hora","Valor","Unidad"
"PM2.5","2021-10-07","23:00 - 0:00","2","µg/m³"
"PM2.5","2021-10-07","0:00 - 1:00","9","µg/m³"
"PM2.5","2021-10-07","1:00 - 2:00","12","µg/m³"
"PM2.5","2021-10-07","2:00 - 3:00","6","µg/m³"
"PM2.5","2021-10-07","3:00 - 4:00","2","µg/m³"
"PM2.5","2021-10-07","4:00 - 5:00","4","µg/m³"
"PM2.5","2021-10-07","5:00 - 6:00","6","µg/m³"
"PM2.5","2021-10-07","6:00 - 7:00","18","µg/m³"
"PM2.5","2021-10-07","7:00 - 8:00","1","µg/m³"
"PM2.5","2021-10-07","8:00 - 9:00","19","µg/m³"
"PM2.5","2021-10-07","9:00 - 10:00","42","µg/m³"
"PM2.5","2021-10-07","10:00 - 11:00","22","µg/m³"
"PM2.5","2021-10-07","11:00 - 12:00","20","µg/m³"
"PM2.5","2021-10-07","12:00 - 13:00","27","µg/m³"
"PM2.5","2021-10-07","13:00 - 14:00","34","µg/m³"
"PM2.5","2021-10-07","15:00 - 16:00","51","µg/m³"
"PM2.5","2021-10-07","16:00 - 17:00","18","µg/m³"
"PM2.5","2021-10-07","19:00 - 20:00","13","µg/m³"
"PM2.5","2021-10-07","20:00 - 21:00","7","µg/m³"
"PM2.5","2021-10-07","21:00 - 22:00","10","µg/m³"
"PM2.5","2021-10-07","22:00 - 23:00","1","µg/m³"
"PM2.5","2021-10-08","23:00 - 0:00","12","µg/m³"
"PM2.5","2021-10-08","0:00 - 1:00","12","µg/m³"
"PM2.5","2021-10-08","1:00 - 2:00","12","µg/m³"
"PM2.5","2021-10-08","2:00 - 3:00","15","µg/m³"
"PM2.5","2021-10-08","3:00 - 4:00","20","µg/m³"
"PM2.5","2021-10-08","4:00 - 5:00","22","µg/m³"
"PM2.5","2021-10-08","5:00 - 6:00","15","µg/m³"
"PM2.5","2021-10-08","6:00 - 7:00","26","µg/m³"
"PM2.5","2021-10-08","7:00 - 8:00","23","µg/m³"
"PM2.5","2021-10-08","8:00 - 9:00","17","µg/m³"
"PM2.5","2021-10-08","9:00 - 10:00","29","µg/m³"
"PM2.5","2021-10-08","10:00 - 11:00","21","µg/m³"
"PM2.5","2021-10-08","11:00 - 12:00","19","µg/m³"
"PM2.5","2021-10-08","13:00 - 14:00","21","µg/m³"
"PM2.5","2021-10-08","14:00 - 15:00","18","µg/m³"
